NAME,OUTLET TYPE,STREET ADDRESS,PHONE NUMBER,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Cicero Gas & Food,Ventra Retail Location,4804 W. Madison Street,,Varies,Varies,41.8805065,-87.7455044,Chicago,"{'latitude': '41.8805353730005', 'longitude': '-87.74548037799968', 'human_address': '{""address"": ""4804 Madison Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60644""}'}",32,26,22216,696,23,11
Cicero-Lake Rail Station,CTA Rail Station,4800 W. Lake Street,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.886519,-87.744698,Chicago,"{'latitude': '41.88660965700046', 'longitude': '-87.74558496799966', 'human_address': '{""address"": ""4800 Lake Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60644""}'}",32,26,22216,696,23,11
Cicero Roosevelt Currency,Currency Exchange,1209 S. Cicero Avenue,708-656-1954,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.902632,-87.745983,Chicago,"{'latitude': '41.90255681800045', 'longitude': '-87.74593581199969', 'human_address': '{""address"": ""1209 Cicero Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60651""}'}",5,26,4299,62,45,4
Citgo Fuel and Minimart,Ventra Retail Location,304 S. Cicero Avenue,,Varies,Varies,42.017756,-87.806079,Chicago,"{'latitude': '41.876580455000465', 'longitude': '-87.74513057899969', 'human_address': '{""address"": ""304 Cicero Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60644""}'}",32,26,22216,69,23,36
City Newsstand,Ventra Retail Location,860 Chicago Avenue,,Varies,Varies,42.0338432,-87.6794862,Evanston,"{'latitude': '42.0333860070005', 'longitude': '-87.67930035799964', 'human_address': '{""address"": ""860 Chicago Avenue"", ""city"": ""Evanston"", ""state"": """", ""zip"": ""60202""}'}",,,26609,,,
Clark Diversey C E,Ventra Retail Location,2735 North Clark,,Varies,Varies,41.9323966,-87.6445822,Chicago,"{'latitude': '41.9235409310005', 'longitude': '-87.64923795099969', 'human_address': '{""address"": ""2735 Clark"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60614""}'}",16,68,21190,744,34,51
Clark & Diversey Currency,Currency Exchange,2735 N. Clark Street,773-348-5474,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.932285,-87.644791,Chicago,"{'latitude': '41.932310592000476', 'longitude': '-87.64480020099967', 'human_address': '{""address"": ""2735 Clark Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}'}",16,68,21190,18,34,51
Clark/Division Rail Station,CTA Rail Station,1200 N. Clark Street,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.90392,-87.631412,Chicago,"{'latitude': '41.90401360800047', 'longitude': '-87.63150594399968', 'human_address': '{""address"": ""1200 Clark Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60610""}'}",54,37,14926,17,11,22
Clark Gas Station - 55th Street,Ventra Retail Location,1952 W. 55th Street,,Varies,Varies,41.7939251,-87.6841148,Chicago,"{'latitude': '41.793911109000476', 'longitude': '-87.67355079799967', 'human_address': '{""address"": ""1952 55th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60609""}'}",37,65,22257,345,2,19
Clark Gas Station - Damen/Diversey,Ventra Retail Location,2801 N. Damen Avenue,,Varies,Varies,41.9322884,-87.6781325,Chicago,"{'latitude': '41.93254104900046', 'longitude': '-87.67812074999966', 'human_address': '{""address"": ""2801 Damen Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60618""}'}",22,46,21538,649,40,16
Clark Gas Station - Oak Park,Ventra Retail Location,330 Chicago Avenue,,Varies,Varies,41.894853,-87.78463,Oak Park,"{'latitude': '41.8945606690005', 'longitude': '-87.78462044899965', 'human_address': '{""address"": ""330 Chicago Avenue"", ""city"": ""Oak Park"", ""state"": """", ""zip"": ""60302""}'}",,,26615,,,
Clark/Lake Rail Station,CTA Rail Station,100 W. Lake,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.885737,-87.630886,Chicago,"{'latitude': '41.88578022200045', 'longitude': '-87.63108856999969', 'human_address': '{""address"": ""100 W Lake"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60601""}'}",42,38,14309,92,36,22
Clark Lunt Currency,Currency Exchange,7000 N. Clark Street,773-764-8600,Varies,Purchase Transit Cards and Passes.,42.009054,-87.673977,Chicago,"{'latitude': '42.0094109580005', 'longitude': '-87.67406010699966', 'human_address': '{""address"": ""7000 Clark Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60626""}'}",9,10,21853,49,5,3
Clearing C E,Ventra Retail Location,6401 South Central Ave.,,Varies,Varies,41.776044,-87.761265,Chicago,"{'latitude': '41.776110650000476', 'longitude': '-87.76162089199966', 'human_address': '{""address"": ""6401 Central Ave"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60638""}'}",7,62,22268,337,15,23
Clearing Currency,Currency Exchange,6401 S. Central Avenue,773-767-0022,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.776196,-87.761651,Chicago,"{'latitude': '41.776110650000476', 'longitude': '-87.76162089199966', 'human_address': '{""address"": ""6401 Central Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60638""}'}",7,62,22268,337,15,23
Clinton-Congress Rail Station,CTA Rail Station,426 S. Clinton Street,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.875539,-87.640984,Chicago,"{'latitude': '41.87653271100049', 'longitude': '-87.64104319799969', 'human_address': '{""address"": ""426 Clinton Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60607""}'}",44,29,14917,97,26,48
Clinton-Lake Rail Station,CTA Rail Station,540 W. Lake Street,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.885678,-87.641782,Chicago,"{'latitude': '41.88572368600046', 'longitude': '-87.64117470499968', 'human_address': '{""address"": ""540 Lake Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60661""}'}",45,29,4452,784,36,22
Colfax Beauty Supply,Ventra Retail Location,2611 E. 87th Street   ,,Varies,Varies,41.7372428,-87.5602844,Chicago,"{'latitude': '41.73723961900049', 'longitude': '-87.56032976499966', 'human_address': '{""address"": ""2611 87th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60617""}'}",25,42,21202,508,37,43
Color Me Beautiful,Ventra Retail Location,7501 W. Cermak Road,,Varies,Varies,41.8480146,-87.8112768,North Riverside,"{'latitude': '41.85027039200048', 'longitude': '-87.81055025899968', 'human_address': '{""address"": ""7501 Cermak Road"", ""city"": ""North Riverside"", ""state"": """", ""zip"": ""60546""}'}",,,6529,,,
Community Savings Bank,Ventra Retail Location,4801 W. Belmont Avenue,,Varies,Varies,41.9387124,-87.747146,Chicago,"{'latitude': '41.938804003000484', 'longitude': '-87.74697895699967', 'human_address': '{""address"": ""4801 Belmont Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60641""}'}",21,19,22618,355,17,7
Connolly C E Inc,Ventra Retail Location,558 West 37th Street,,Varies,Varies,41.8272477,-87.6410035,Chicago,"{'latitude': '41.827205328000446', 'longitude': '-87.64043317199969', 'human_address': '{""address"": ""558 37th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60609""}'}",37,58,14924,172,48,26
"Connolly Currency, Inc.",Currency Exchange,558 W. 37th Street,773-373-7210,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.827167,-87.641081,Chicago,"{'latitude': '41.827205328000446', 'longitude': '-87.64043317199969', 'human_address': '{""address"": ""558 37th Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}'}",37,58,14924,172,48,26
Conservatory-Central Park Rail Station,CTA Rail Station,3631 W. Lake Street,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.884904,-87.716523,Chicago,"{'latitude': '41.88497674600046', 'longitude': '-87.71754006799966', 'human_address': '{""address"": ""3631 Lake Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60624""}'}",30,28,21572,176,23,11
"Continental Currency Exchange, Inc",Ventra Retail Location,2241 S Pulaski,,Varies,Varies,41.8500654,-87.724689,Chicago,"{'latitude': '41.85304321700045', 'longitude': '-87.71752840199969', 'human_address': '{""address"": ""2241 Pulaski"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60623""}'}",57,30,21569,157,14,36
Cool Stuff,Ventra Retail Location,3733 N. Clark Street,,Varies,Varies,41.9498243,-87.6586026,Chicago,"{'latitude': '41.94979295900049', 'longitude': '-87.65846375799964', 'human_address': '{""address"": ""3733 Clark Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60613""}'}",53,57,21186,691,25,38
Cornell Amoco,Ventra Retail Location,5048 S. Cornell Avenue,,Varies,Varies,41.802826,-87.586735,Chicago,"{'latitude': '41.80350176000047', 'longitude': '-87.58649559199966', 'human_address': '{""address"": ""5048 Cornell Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60615""}'}",10,5,21192,400,33,1
Cornell Dollar Plus,Ventra Retail Location,1631 E. 55th Street,,Varies,Varies,41.7951783,-87.585019,Chicago,"{'latitude': '41.79518832800045', 'longitude': '-87.58504423999966', 'human_address': '{""address"": ""1631 55th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60615""}'}",60,8,22260,502,33,32
Corner Food Store,Metra Rail Station,2125 W. Howard Street,773-262-6616,Varies,Purchase Transit Cards and Passes.,42.01948,-87.684125,Chicago,"{'latitude': '42.01929937700049', 'longitude': '-87.70258240699968', 'human_address': '{""address"": ""2125 Howard Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60645""}'}",,,26609,,,
Cottage 47th C E,Ventra Retail Location,4638 S. Cottage Grove,,Varies,Varies,41.810154,-87.606977,Chicago,"{'latitude': '41.81843090300049', 'longitude': '-87.61270948899966', 'human_address': '{""address"": ""4638 Cottage Grove"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60653""}'}",36,4,4301,583,10,1
Cottage & 47th Currency,Currency Exchange,4638 S. Cottage Grove Avenue,773-624-3600,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.810189,-87.606579,Chicago,"{'latitude': '41.81016059500047', 'longitude': '-87.60658014599966', 'human_address': '{""address"": ""4638 Cottage Grove Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60653""}'}",36,4,4301,165,10,1
Cottage 63rd C E,Ventra Retail Location,800 East 63rd Street,,Varies,Varies,41.7804097,-87.6059051,Chicago,"{'latitude': '41.780430486000455', 'longitude': '-87.60579570299967', 'human_address': '{""address"": ""800 63rd Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60637""}'}",60,9,22260,470,4,53
Cottage & 83rd Currency,Currency Exchange,8258 S. Cottage,773-487-0400,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.744061,-87.605036,Chicago,"{'latitude': '41.7458432410005', 'longitude': '-87.60576617099969', 'human_address': '{""address"": ""8258 Cottage"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60619""}'}",61,40,21546,11,35,31
"Cottage & 83rd Currency Exchange, Inc",Ventra Retail Location,8258 S Cottage,,Varies,Varies,41.7444423,-87.6051295,Chicago,"{'latitude': '41.7458432410005', 'longitude': '-87.60576617099969', 'human_address': '{""address"": ""8258 Cottage"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60619""}'}",61,40,21546,11,35,31
Cottage Grove 93rd C E,Ventra Retail Location,9301 South Cottage Grove Ave.,,Varies,Varies,41.725552,-87.60414,Chicago,"{'latitude': '41.72554043400049', 'longitude': '-87.60457056599967', 'human_address': '{""address"": ""9301 Cottage Grove Ave"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60619""}'}",61,40,21546,430,43,30
Cottage Grove-East 63rd Rail Station,CTA Rail Station,800 E. 63rd Street,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.780309,-87.605857,Chicago,"{'latitude': '41.780430486000455', 'longitude': '-87.60579570299967', 'human_address': '{""address"": ""800 63rd Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60637""}'}",60,9,22260,470,4,53
Craig's Auto Service Center,Ventra Retail Location,1101 Warrenville Road,,Varies,Varies,41.807548,-88.075677,Lisle,"{'latitude': '41.80790096900046', 'longitude': '-88.07559018499967', 'human_address': '{""address"": ""1101 Warrenville Road"", ""city"": ""Lisle"", ""state"": """", ""zip"": ""60532""}'}",,,6088,,,
Crest Currency,Currency Exchange,5306 N. Milwaukee Avenue,773-763-6934,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.976763,-87.768699,Chicago,"{'latitude': '41.9767103370005', 'longitude': '-87.76869014499965', 'human_address': '{""address"": ""5306 Milwaukee Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60630""}'}",48,11,21869,693,50,20
Crown Liquors,Ventra Retail Location,2821 N. Milwaukee Avenue,773-252-9741,Varies,Varies,41.932612,-87.712635,Chicago,"{'latitude': '41.9323705110005', 'longitude': '-87.71282058099968', 'human_address': '{""address"": ""2821 Milwaukee Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60618""}'}",39,22,22535,55,12,15
Crown Liquors,Other,2821 N. Milwaukee Avenue,773-252-9741,Varies,Purchase Transit Cards and Passes.,41.932416,-87.712892,Chicago,"{'latitude': '41.9323705110005', 'longitude': '-87.71282058099968', 'human_address': '{""address"": ""2821 Milwaukee Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}'}",39,22,22535,55,12,15
CTA Headquarters,CTA Headquarters,567 W. Lake Street,1-888-YOURCTA,"Cash, Credit, Debit","Purchase Chicago Cards, Transit Cards, and Passes AND add value to Chicago Cards using Touch-n-Go.",41.885704,-87.642525,Chicago,"{'latitude': '41.88566928000046', 'longitude': '-87.64213322499967', 'human_address': '{""address"": ""567 Lake Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60661""}'}",45,29,4452,784,36,22
Cumberland Rail Station,CTA Rail Station,5800 N. Cumberland Avenue,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.984246,-87.838028,Chicago,"{'latitude': '41.98278092400045', 'longitude': '-87.83658451899964', 'human_address': '{""address"": ""5800 Cumberland Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60631""}'}",17,75,4448,64,29,34
CurEx_NWMem,Currency Exchange,251 E Huron Street,,Cash,Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.894892,-87.621516,Chicago,"{'latitude': '41.894973877000496', 'longitude': '-87.62036792699968', 'human_address': '{""address"": ""251 Huron Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60611""}'}",6,37,21182,158,36,22
CVS Store 10052,Ventra Retail Location,1515 Sheridan Rd.,,Varies,Varies,42.086416,-87.700285,Wilmette,"{'latitude': '42.087799576000464', 'longitude': '-87.70130006299968', 'human_address': '{""address"": ""1515 Sheridan Rd"", ""city"": ""Wilmette"", ""state"": """", ""zip"": ""60091""}'}",,,9857,,,
CVS Store 1045,Ventra Retail Location,1015 W. Orchard Rd.,,Varies,Varies,41.8178096,-88.3492028,North Aurora,"{'latitude': '41.80709232400045', 'longitude': '-88.37222701299964', 'human_address': '{""address"": ""1015 Orchard Rd"", ""city"": ""North Aurora"", ""state"": """", ""zip"": ""60542""}'}",,,6522,,,
CVS - Store #1054,Food Store,101 N. Clinton Street,312-234-9206,Varies,Purchase Transit Cards and Passes.,41.88324,-87.641235,Chicago,"{'latitude': '41.88327168300049', 'longitude': '-87.64116232399965', 'human_address': '{""address"": ""101 Clinton Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60661""}'}",45,29,4452,784,36,22
CVS Store 1054,Ventra Retail Location,101 N. Clinton St.,,Varies,Varies,41.8834385,-87.641196,Chicago,"{'latitude': '41.88327168300049', 'longitude': '-87.64116232399965', 'human_address': '{""address"": ""101 Clinton St"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60661""}'}",45,29,4452,784,36,22
CVS Store 1161,Ventra Retail Location,2360 W. Indian Trail,,Varies,Varies,41.780746,-88.3739481,Aurora,"{'latitude': '41.78053067100046', 'longitude': '-88.38546798399966', 'human_address': '{""address"": ""2360 Indian Trail"", ""city"": ""Aurora"", ""state"": """", ""zip"": ""60506""}'}",,,3106,,,
CVS Store 1170,Ventra Retail Location,3200 Caton Farm,,Varies,Varies,41.565117,-88.162531,Joliet,"{'latitude': '41.527863005000484', 'longitude': '-88.17967622199967', 'human_address': '{""address"": ""3200 Caton"", ""city"": ""Joliet"", ""state"": """", ""zip"": ""60431""}'}",,,9303,,,
CVS Store 1172,Ventra Retail Location,2020 E Grand Ave.,,Varies,Varies,42.410532,-88.033007,Lindenhurst,"{'latitude': '42.41028707100048', 'longitude': '-88.03354292399968', 'human_address': '{""address"": ""2020 Grand Ave"", ""city"": ""Lindenhurst"", ""state"": """", ""zip"": ""60046""}'}",,,17024,,,
CVS Store 141,Ventra Retail Location,936 Willow Rd.,,Varies,Varies,42.1082406,-87.8026681,Northbrook,"{'latitude': '42.10545217200047', 'longitude': '-87.80285313099967', 'human_address': '{""address"": ""936 Willow Rd"", ""city"": ""Northbrook"", ""state"": """", ""zip"": ""60062""}'}",,,18090,,,
CVS - Store # 1493,Food Store,5205 N. Broadway,773-275-5641,Varies,Purchase Transit Cards and Passes.,41.976527,-87.659871,Chicago,"{'latitude': '41.971470687000476', 'longitude': '-87.66114760999966', 'human_address': '{""address"": ""5205 Broadway"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60640""}'}",15,31,22616,633,18,37
CVS Store 1493,Ventra Retail Location,5205 N. Broadway St.,,Varies,Varies,41.9764764,-87.6598112,Chicago,"{'latitude': '41.976671113000464', 'longitude': '-87.65982205599965', 'human_address': '{""address"": ""5205 Broadway St"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60640""}'}",15,76,22616,160,16,40
CVS - Store # 1676,Food Store,6355 W. Belmont,773-385-5687,Varies,Purchase Transit Cards and Passes.,41.938323,-87.785611,Chicago,"{'latitude': '41.937580100000446', 'longitude': '-87.83604740099969', 'human_address': '{""address"": ""6355 Belmont"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60634""}'}",52,75,22254,130,19,39
CVS Store 1676,Ventra Retail Location,6355 West Belmont ,,Varies,Varies,41.9383136,-87.7852439,Chicago,"{'latitude': '41.937580100000446', 'longitude': '-87.83604740099969', 'human_address': '{""address"": ""6355 Belmont"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60634""}'}",52,75,22254,130,19,39
CVS - Store #1768,Food Store,3400 Lincoln Highway,708-748-6472,Varies,Purchase Transit Cards and Passes.,41.943354,-87.671225,Chicago,"{'latitude': '41.93995201700045', 'longitude': '-87.65243587399965', 'human_address': '{""address"": ""3400 Lincoln Highway"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60657""}'}",22,57,4449,731,25,38
CVS Store 1768,Ventra Retail Location,3400 Lincoln Hwy,,Varies,Varies,41.506292,-87.6998209,Olympia Fields,"{'latitude': '41.506159563000494', 'longitude': '-87.69977663199967', 'human_address': '{""address"": ""3400 Lincoln Hwy"", ""city"": ""Olympia Fields"", ""state"": """", ""zip"": ""60634""}'}",,,9714,,,
CVS Store 1773,Ventra Retail Location,9551 W. 171st St. Tinley Park IL 60487,,Varies,Varies,41.5795035,-87.8470244,Tinley Park,"{'latitude': '41.57949044100047', 'longitude': '-87.85078693799966', 'human_address': '{""address"": ""9551 171st St Tinley Park"", ""city"": ""Tinley Park"", ""state"": """", ""zip"": ""60487""}'}",,,2727,,,
CVS Store 1965,Ventra Retail Location,7200 W. Cermak Rd.,,Varies,Varies,41.8506842,-87.8043374,North Riverside,"{'latitude': '41.850405741000486', 'longitude': '-87.80382792399968', 'human_address': '{""address"": ""7200 Cermak Rd"", ""city"": ""North Riverside"", ""state"": """", ""zip"": ""60546""}'}",,,6529,,,
CVS Store 2664,Ventra Retail Location,11 E 14th St.,,Varies,Varies,41.5062873,-87.6406781,Chicago Heights,"{'latitude': '41.50613298900049', 'longitude': '-87.64142782999966', 'human_address': '{""address"": ""11 14th St"", ""city"": ""Chicago Heights"", ""state"": """", ""zip"": ""60411""}'}",,,26902,,,
CVS Store 2786,Ventra Retail Location,255 N. Mclean Blvd.,,Varies,Varies,41.9967679,-88.315368,South Elgin,"{'latitude': '41.99757793200047', 'longitude': '-88.31598116699968', 'human_address': '{""address"": ""255 Mclean Blvd"", ""city"": ""South Elgin"", ""state"": """", ""zip"": ""60177""}'}",,,8957,,,
CVS Store 2788,Ventra Retail Location,20 E. Dundee Rd.,,Varies,Varies,42.142749,-87.9512759,Buffalo Grove,"{'latitude': '42.1389438060005', 'longitude': '-87.95910222499964', 'human_address': '{""address"": ""20 Dundee Rd"", ""city"": ""Buffalo Grove"", ""state"": """", ""zip"": ""60089""}'}",,,9852,,,
CVS Store 2790,Ventra Retail Location,3201 West 95th St.,,Varies,Varies,41.720178,-87.702359,Evergreen Park,"{'latitude': '41.72071561400048', 'longitude': '-87.70196024199964', 'human_address': '{""address"": ""3201 95th St"", ""city"": ""Evergreen Park"", ""state"": """", ""zip"": ""60805""}'}",,,4459,,,
CVS Store 2791,Ventra Retail Location,1005 E. Roosevelt Rd,,Varies,Varies,41.8601565,-87.9920139,Lombard,"{'latitude': '41.8605577080005', 'longitude': '-87.9924994329997', 'human_address': '{""address"": ""1005 Roosevelt Rd"", ""city"": ""Lombard"", ""state"": """", ""zip"": ""60148""}'}",,,14470,,,
CVS Store 2797,Ventra Retail Location,9640 Milwaukee Ave.,,Varies,Varies,42.055436,-87.839708,Niles,"{'latitude': '42.055495291000454', 'longitude': '-87.83906160399965', 'human_address': '{""address"": ""9640 Milwaukee Ave"", ""city"": ""Niles"", ""state"": """", ""zip"": ""60714""}'}",,,4456,,,
CVS Store 2798,Ventra Retail Location,3951 W. 103rd St.,,Varies,Varies,41.705606,-87.720264,Chicago,"{'latitude': '41.705883988000494', 'longitude': '-87.71974666099965', 'human_address': '{""address"": ""3951 103rd St"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60655""}'}",33,73,4447,316,42,33
CVS - Store # 2809,Food Store,2815 N. Western Avenue,773-486-4105,Varies,Purchase Transit Cards and Passes.,41.93266,-87.687918,Chicago,"{'latitude': '41.93257733900049', 'longitude': '-87.68788718299965', 'human_address': '{""address"": ""2815 Western Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}'}",39,23,21538,240,40,24
CVS Store 2809,Ventra Retail Location,2815 N Western Ave,,Varies,Varies,41.9327449,-87.6875826,Chicago,"{'latitude': '41.93257733900049', 'longitude': '-87.68788718299965', 'human_address': '{""address"": ""2815 Western Ave"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60618""}'}",39,23,21538,240,40,24
CVS - Store # 2810,Food Store,175 W. Jackson,312-356-8310,Varies,Purchase Transit Cards and Passes.,41.878124,-87.633191,Chicago,"{'latitude': '41.87814431300046', 'longitude': '-87.62918574999969', 'human_address': '{""address"": ""175 Jackson"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60604""}'}",29,38,14912,92,10,48
CVS Store 2810,Ventra Retail Location,175 W Jackson Ave,,Varies,Varies,41.8778959,-87.6333337,Chicago,"{'latitude': '41.479163515000494', 'longitude': '-87.63509905999967', 'human_address': '{""address"": ""175 Jackson Ave"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60604""}'}",,,26902,,,
CVS Store 2827,Ventra Retail Location,600 North Mannheim Rd.,,Varies,Varies,41.881983,-87.8838959,Hillside,"{'latitude': '41.881681020000485', 'longitude': '-87.88327510699969', 'human_address': '{""address"": ""600 Mannheim Rd"", ""city"": ""Hillside"", ""state"": """", ""zip"": ""60162""}'}",,,15060,,,
CVS Store 2844,Ventra Retail Location,6748 Roosevelt Rd.,,Varies,Varies,41.865447,-87.793592,Oak Park,"{'latitude': '41.86519801000048', 'longitude': '-87.79349076299968', 'human_address': '{""address"": ""6748 Roosevelt Rd"", ""city"": ""Oak Park"", ""state"": """", ""zip"": ""60304""}'}",,,26618,,,
CVS Store 2845,Ventra Retail Location,1930 W. 103rd St.,,Varies,Varies,41.7067877,-87.670215,Chicago,"{'latitude': '41.70660246200049', 'longitude': '-87.67035764599967', 'human_address': '{""address"": ""1930 103rd St"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60643""}'}",13,71,22212,628,42,33
CVS - Store # 2846,Food Store,8639 S. Cicero,773-284-6331,Varies,Purchase Transit Cards and Passes.,41.73493,-87.740729,Chicago,"{'latitude': '41.746760037000456', 'longitude': '-87.71793683299967', 'human_address': '{""address"": ""8639 Cicero"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60652""}'}",8,69,4300,199,30,6
CVS Store 2846,Ventra Retail Location,8639 S. Cicero Ave.,,Varies,Varies,41.735189,-87.740458,Chicago,"{'latitude': '41.73519079900046', 'longitude': '-87.74099042899968', 'human_address': '{""address"": ""8639 Cicero Ave"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60652""}'}",8,69,4300,197,30,6
CVS Store 2860,Ventra Retail Location,110 W. North Ave.,,Varies,Varies,41.9062192,-87.9403897,Elmhurst,"{'latitude': '41.90619666600048', 'longitude': '-87.94038741699967', 'human_address': '{""address"": ""110 North Ave"", ""city"": ""Elmhurst"", ""state"": """", ""zip"": ""60126""}'}",,,15603,,,
CVS - Store # 2862,Food Store,3944 N. Western Avenue,773-279-7600,Varies,Purchase Transit Cards and Passes.,41.953517,-87.688452,Chicago,"{'latitude': '41.95353102400048', 'longitude': '-87.68845096099966', 'human_address': '{""address"": ""3944 Western Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}'}",39,46,21538,613,18,13
CVS Store 2863,Ventra Retail Location,2045 Plum Grove Rd.,,Varies,Varies,42.088031,-88.044546,Rolling Meadows,"{'latitude': '42.0881630180005', 'longitude': '-88.04385064499968', 'human_address': '{""address"": ""2045 Plum Grove Rd"", ""city"": ""Rolling Meadows"", ""state"": """", ""zip"": ""60008""}'}",,,18096,,,
CVS Store 2900,Ventra Retail Location,34344 N. Hwy 45,,Varies,Varies,42.361164,-88.001773,Village Of Third Lake,"{'latitude': '42.34656197600049', 'longitude': '-88.02729687899966', 'human_address': '{""address"": ""34344 N Hwy"", ""city"": ""Village Of Third Lake"", ""state"": """", ""zip"": ""60030""}'}",,,16627,,,
CVS Store 2901,Ventra Retail Location,3001 Washington St.,,Varies,Varies,42.35908,-87.87484,Waukegan,"{'latitude': '42.35947895300046', 'longitude': '-87.87509074699966', 'human_address': '{""address"": ""3001 Washington St"", ""city"": ""Waukegan"", ""state"": """", ""zip"": ""60085""}'}",,,9474,,,
CVS Store 2902,Ventra Retail Location,520 N. Western Ave.,,Varies,Varies,42.2492051,-87.8390941,Lake Forest,"{'latitude': '42.24863227700047', 'longitude': '-87.83894852499964', 'human_address': '{""address"": ""520 Western Ave"", ""city"": ""Lake Forest"", ""state"": """", ""zip"": ""60045""}'}",,,17021,,,
